GeoUID_2001,Area (sq km)_2001,Population_2001,Dwellings_2001,Households_2001,Total male population_2001,Total female population_2001,Population change (%)_2001,Never married_2001,Divorced_2001,Widowed_2001,Movers_2001,Non-movers_2001,Canadian citizens_2001,Migrants_2001,Non-migrants_2001,Internal migrants_2001,External migrants_2001,Visible minority_2001,Non-visible minority_2001,Non-Canadian citizens_2001,Non-immigrants_2001,Immigrants_2001,Non-permanent residents_2001,Married couples_2001,Common-law couples_2001,Owned housing_2001,Rented housing_2001,Median household income $_2001,High school or Secondary degree_2001,College or CEGEP degree_2001,"Trades certificate, diploma or apprenticeship_2001",Apartment with fewer than five stories_2001,Apartment with five or more storeys_2001,Row house_2001,Single-detached house_2001,Semi-detached house_2001,Movable dwelling_2001,Other single-attached house_2001,Major repairs_2001,Band housing_2001,English only_2001,French only_2001,Allophone _2001,Average gross rent ($)_2001,Average value dwelling ($)_2001,English and French_2001,English and non-official language(s)_2001,French and non-official language(s)_2001,"English, French, and non-official language(s)_2001",Employed_2001,Unemployed_2001,Population 0 to 9_2001,Population 10 to 19_2001,Population 20 to 29_2001,Population 30 to 39_2001,Population 40 to 49_2001,Population 50 to 59_2001,Population 60 plus_2001,No certificate or diploma_2001,Regular maintenance_2001,Public transit_2001,Walked_2001,Bicycle_2001,Transportation other methods_2001,Transportation vehicle driver_2001,Transportation vehicle non-driver_2001,Bachelors degree or higher_2001
4620700.03,1.5686,2967,1234,1205,1405,1560,-6.3,930,250,205,340,2560,2935,205,135,205,0,50,2895,10,2860,85,0,535,200,670,540,42641,480,300,260,440,0,0,645,65,0,0,65,0,60,2805,65,518,99600,0,0,10,0,1430,160,70556565,8080110110,1101009080,65758595,110130100115,120150125150,908575856075306010301510,46095120,860285,2045,2565,00,0000010,630485,5055,120
4620700.04,1.5498,4667,2153,2090,2255,2410,-1.4,1650,530,220,790,3815,4605,375,415,370,10,75,4570,35,4495,140,0,655,410,960,1130,35043,725,445,510,1165,0,5,590,105,0,5,130,0,110,4395,115,535,103778,20,0,0,0,2385,180,135125145130,130135130125,195195180170,135140185155,190210160210,180205175190,9514095100808040401525520,700200190,1475480,3550,5095,00,000000,1020820,5075,280
4620701.0,4.081,7712,2891,2810,3750,3960,8.3,2575,735,365,995,6500,7515,800,200,780,15,55,7525,65,7405,170,0,1065,760,2165,650,50006,1325,720,805,465,5,160,1815,320,0,15,235,0,180,7255,110,561,90042,25,0,10,0,4015,270,235245300320,285305255250,235205230260,300295385390,365420335265,235250185175,15016510010565100508025652560,890255215,1820755,7090,3085,3010,15010000,18051430,55150,440
4620702.01,2.1304,2446,821,815,1210,1235,12.7,655,170,65,160,2275,2385,110,45,110,0,55,2400,65,2260,160,25,495,170,795,20,80077,230,410,210,0,0,0,800,20,0,0,65,0,275,1960,170,1005,143423,35,10,0,0,1385,70,7075105105,1009095100,75604545,7075110115,120140115120,100958580,604035402530152051005,12075100,450295,7550,100,100,000000,530480,1555,555
4620702.02,3.8947,7030,2235,2195,3495,3535,4.8,1845,480,110,660,6320,6950,455,200,455,0,145,6880,75,6575,450,0,1355,455,2135,60,92239,560,995,405,0,0,95,1985,115,0,0,125,0,475,6205,290,991,191622,40,0,10,0,3815,155,205195305335,360345330290,22019595100,140195285380,375395335390,340295240195,1159575505040202051505,270300370,1380695,65110,5055,010,0015000,16901350,4595,1560
4620703.02,4.4477,3847,1486,1415,1835,2010,0.6,1025,330,225,290,3535,3770,220,65,190,30,110,3740,80,3485,345,15,750,280,1210,205,64084,545,570,305,190,0,0,1135,80,0,0,110,0,920,2660,225,664,182342,30,15,0,0,1890,105,9580120120,150145140170,90907060,7095120150,180190175190,185175160160,9510570755075308015301520,250200220,935370,5015,5515,00,000000,760675,2575,510
4620703.03,3.0399,3982,1383,1340,1970,2010,28.1,1000,285,120,560,3370,3915,400,160,330,70,50,3920,60,3765,205,0,705,270,1145,195,67595,380,520,205,100,5,115,1075,20,0,0,40,0,305,3345,260,863,174159,45,0,10,10,1985,60,140135205190,215205125125,95805575,135145195255,230240155160,1451209085,50455060404530301020010,265170240,950350,7590,1015,015,000000,835705,2035,685
4620703.04,3.2454,5562,1790,1740,2735,2825,9.2,1425,405,210,465,4900,5310,330,135,330,0,155,5245,90,4995,400,10,1045,350,1640,100,87295,515,780,395,0,0,60,1650,5,0,5,80,0,865,4080,345,851,160691,95,10,0,10,2875,140,145135225230,270270240235,1501457575,140160215250,270320295305,255210165160,856060654070504525502550,245235205,1120530,11090,1020,00,1000000,1240965,4060,1085
4620704.01,1.8077,4983,2229,2170,2385,2595,2.5,1960,585,200,905,3970,4925,575,325,580,0,65,4880,20,4705,245,0,595,500,855,1310,37868,800,510,560,1345,0,115,550,85,0,10,155,0,125,4540,205,525,105909,50,0,20,10,2710,145,125145170160,160160140160,260250210175,170175200225,185220170200,155200150180,1001058080606525501520525,680300120,1415590,4065,3070,3510,000000,1245940,50105,280
4620704.03,16.9811,8301,2647,2590,4165,4135,12.3,2265,545,120,930,7145,8020,535,390,520,20,510,7790,280,7445,825,35,1225,695,1730,860,57108,880,1135,565,735,60,175,1490,100,0,5,55,0,150,6250,1840,557,122481,30,0,30,0,3935,210,475435555570,405355290265,230230290310,320390485520,405370220240,195160115120,655550553035202051050,465390310,1930605,70100,14585,150,100300010,16451420,7080,715
4620704.04,1.7716,5137,1666,1645,2550,2585,-2.1,1515,360,110,390,4650,5085,215,180,210,0,275,4840,35,4745,365,10,885,415,1485,165,61787,840,630,415,180,0,140,1065,250,0,0,50,0,235,4435,395,624,105503,20,0,30,0,2730,125,145165270250,255235220190,175160110130,135170275300,280315220210,170195140115,6060353525252020510510,360265180,1185410,3080,350,00,0150000,13251040,5050,455
4620704.05,4.9345,6503,2250,2200,3235,3265,8.3,1790,510,115,745,5710,6455,520,220,515,10,145,6355,50,6270,230,10,1105,545,1755,445,66454,900,925,420,525,0,45,1440,185,0,0,75,0,245,6005,205,611,128849,25,20,0,0,3555,105,230220330345,330310250205,155150130145,210250370405,415425275255,175175130135,110906065403015251025510,415380275,1680450,5590,1555,100,00150010,15751335,5585,695
4620704.06,2.3758,1805,703,670,905,905,4.7,510,150,85,175,1620,1795,110,65,105,0,10,1800,10,1710,90,10,320,180,545,120,49476,250,175,180,70,0,15,550,10,0,0,50,0,45,1725,20,503,149605,20,0,0,0,870,75,45408065,75706555,40403035,50659090,85958570,75605055,45453035303015251015510,1904545,430195,1015,00,100,0000010,415330,1040,190
4620705.01,1.6102,3780,1234,1225,1860,1920,-3,1050,215,60,235,3515,3735,195,40,195,0,15,3765,45,3615,165,0,810,230,1210,15,87903,365,630,185,0,0,0,1215,5,0,0,55,0,140,3555,70,0,144384,15,0,0,0,2235,75,75105135150,140175200165,1401205045,70100125155,180200185195,190185165145,858570502525203010500,125120250,765410,7555,1015,250,000000,880840,3560,925
4620705.02,1.9557,4783,2245,2180,2295,2490,13.8,1655,580,250,745,3985,4765,465,275,445,20,20,4760,25,4625,160,0,710,455,945,1230,46252,730,740,355,875,0,75,605,75,0,0,75,0,120,4470,160,607,126754,35,0,10,0,2630,110,125130130120,110110135120,180170200200,180155155175,200210155200,170210150160,10514095125100120659020401525,450240230,1700410,5080,8055,150,0000100,11151030,3555,665
4620706.0,1.3621,3150,1672,1615,1495,1650,0,1300,380,220,510,2565,3000,350,160,340,0,25,3095,110,2930,185,10,360,325,470,1150,30690,410,320,325,1050,0,0,255,20,0,5,115,0,65,2860,160,514,101257,15,0,10,10,1535,160,95706570,70605580,140160155145,120120125105,125105110120,8511580110,659585105657045652030520,54014595,1060445,5055,4590,3015,00100100,575525,3560,100
4620707.0,1.8586,4455,2207,2125,2030,2430,5.7,1765,495,540,820,3305,4130,460,355,460,10,25,4135,30,4030,125,10,495,370,705,1425,25818,645,360,335,1115,5,0,525,55,0,5,195,0,85,3930,110,576,87453,30,10,0,0,1905,200,90858075,8580100130,225215160165,125110140130,160165160165,105150130125,9012590130110150901705511535145,63026055,1360575,4580,80140,350,00250100,765560,4575,250
4620708.01,1.1921,4838,2184,2090,2305,2530,0.5,2010,540,130,1020,3745,4745,675,340,655,15,165,4670,95,4535,300,0,515,530,790,1305,40204,675,600,525,1270,0,35,425,220,0,0,70,0,185,4455,165,552,100420,30,0,10,0,2630,185,155145170165,170160135160,195270270250,215195195200,185240150205,145170130130,7595556035401520102055,535345185,1555455,3570,7090,2010,0001000,1105980,6595,270
4620708.02,1.6082,3263,1337,1300,1575,1690,1.9,1100,335,170,460,2695,3100,245,210,250,0,80,3105,90,2940,215,30,490,265,730,570,47124,490,330,185,485,0,60,590,120,0,0,55,0,175,2750,235,588,147026,30,0,0,0,1750,60,855511095,110110110125,125120110105,9590110115,140175145160,105125105140,65756055505020352025025,33019085,950290,3535,1535,1010,0100000,740725,4540,400
4620709.01,3.7266,5040,1797,1725,2520,2520,15.2,1520,360,130,585,4395,4985,385,200,365,20,75,4965,55,4805,235,0,845,480,1410,310,58956,655,665,365,210,0,145,1195,80,5,5,95,0,85,4670,195,630,113855,65,10,10,20,2715,85,175175235215,230215160135,145140140160,200235280285,265245190200,135150145140,959045553540252051055,495250185,1225405,90105,3060,150,000000,1210965,3075,530
4620709.02,2.3458,4153,1674,1595,2050,2100,-5.3,1440,385,165,485,3625,4095,345,140,345,0,85,4055,40,3910,215,10,660,380,1025,565,49008,670,515,365,515,0,0,870,80,0,0,75,0,105,3815,175,566,102266,30,0,0,0,2180,145,10595135120,150140155140,135145115130,160145165180,170200155195,180145110140,110110859555503035202555,515150115,1040475,5540,3515,100,0010000,930820,4070,275
4620710.01,34.6254,6301,2126,2055,3125,3175,31.8,1775,405,105,760,5435,6260,545,215,540,0,55,6250,40,6065,225,10,1040,645,1965,90,75521,700,875,405,5,0,0,1900,115,0,0,70,0,115,5960,180,685,144941,40,0,10,0,3350,135,280285315340,280310170170,115105150180,265300435450,395350230220,150155140100,75805050454510151010510,505305220,1625365,85105,150,2520,0015000,15401170,2585,790
4620710.02,6.9682,7023,2370,2240,3565,3460,83.1,1950,415,70,1025,5865,6960,885,140,875,10,100,6930,60,6765,245,10,1160,775,2035,200,80270,760,940,490,115,0,5,2100,0,0,0,25,0,290,6430,285,638,191326,15,0,0,0,3815,140,445415450390,235245170150,105120170225,395480535515,415350230210,18012010095,6560353525255501005,335315260,1925290,5565,015,1510,0010000,17801430,6080,1165
4620710.03,3.0834,5911,2098,2035,2945,2965,3.4,1720,510,145,765,5100,5875,490,280,485,0,40,5870,35,5685,220,10,920,605,1765,265,54678,825,775,500,180,0,0,1580,230,0,0,60,0,105,5630,145,691,106114,30,0,0,0,3025,225,220220310295,270265185170,135110155175,230235355415,330305225205,140145135120,1051007095455030351010510,580285150,1545425,4085,070,350,0000010,14351005,9580,455
4620710.04,4.6588,7601,2718,2640,3715,3885,16.7,2400,640,190,1095,6430,7520,620,475,590,30,165,7435,80,7215,385,0,1125,765,1965,680,57908,1110,910,670,555,0,15,1720,245,5,0,65,0,185,6925,470,564,106288,10,0,10,0,4055,225,300325370375,315285275255,190215250290,345370410455,365370290290,230220155150,901005565255030501025510,665405265,2015565,100170,3555,100,00100010,18151460,85120,600
4620725.03,1.562,3855,1398,1380,1925,1930,-5.4,1255,290,150,240,3610,3860,150,90,145,0,25,3850,20,3755,120,10,735,250,1015,360,53847,665,450,455,225,0,0,1050,50,0,15,80,0,200,3560,85,700,94579,35,0,0,0,2165,145,7095110100,130140165150,17013512090,9595140135,175205175185,170195165135,85857060404025451515510,38022595,875420,4575,3535,100,0020000,960710,6580,200
4620725.04,2.839,3450,1248,1210,1745,1705,-2.8,1060,260,130,305,3100,3395,115,185,120,0,45,3385,35,3320,110,0,645,225,995,220,58417,485,370,335,155,0,0,965,15,0,0,75,0,75,3250,65,583,98309,40,0,0,0,2020,45,8065130120,120130155130,1251207575,105100145155,165170160165,175135100115,8070605035502525510515,48525585,770365,3075,1035,010,10100000,950710,6535,245
4620725.05,6.8047,9730,3258,3190,4805,4920,19.2,2875,685,145,1020,8575,9655,640,375,615,30,80,9620,40,9545,150,0,1580,890,2890,295,64863,1310,1340,995,345,30,145,2125,535,0,0,100,0,305,9205,110,637,103788,85,0,0,0,5565,195,380405485560,455405360315,260270280330,420465605610,520545415375,260250155155,90805565455010151020515,770455415,2455635,180190,5590,200,0101001515,25252065,115120,690
4620725.06,51.959,1750,621,600,885,865,-6.3,530,95,45,100,1620,1740,70,30,75,0,30,1720,10,1670,85,0,360,135,505,100,43452,290,195,135,10,0,0,535,15,0,0,35,0,0,1740,0,484,145817,0,0,0,0,875,30,30407065,65606580,65653040,45507565,90907575,70557060,504040402525151510550,21512045,380190,150,4015,00,000000,295250,1540,55
4620726.01,1.8731,6648,2681,2625,3190,3455,-3.9,2140,665,330,870,5645,6535,420,445,420,0,190,6390,45,6340,240,0,1110,460,1535,1090,44058,1095,765,740,1075,0,25,1275,135,0,15,150,0,180,6195,150,524,107987,35,0,0,15,3440,210,145140185200,230220260240,290250185190,160175195255,260335270310,295295250245,16015510513580125559035552035,690295210,1720755,90115,35110,3010,0000100,14401145,110115,530
4620726.03,1.3085,5231,2216,2160,2565,2665,-3.5,1835,495,215,910,4280,5195,500,410,500,0,80,5145,35,5060,165,0,770,410,1055,1105,35098,720,600,500,1005,0,40,985,105,0,5,180,0,180,4895,100,548,100547,40,0,0,10,2605,180,135125190145,195195180190,225215160165,165170190200,215255225225,170185165200,1201151001206580304520301010,630350145,1420560,3580,4095,500,0000010,1130830,50140,275
4620726.04,0.7842,2229,698,695,1110,1120,-4.6,640,145,40,185,1995,2200,155,35,150,0,20,2180,10,2140,65,0,415,165,665,30,67930,250,380,220,25,0,0,565,100,0,0,10,0,75,2095,30,701,112452,10,0,0,0,1165,60,55509090,105105120125,80703535,555080115,130135145135,105904545,20202020101515100550,2305560,485200,030,1525,00,000000,560410,5015,160
4620727.01,1.1189,3372,1661,1580,1550,1820,-6.4,1135,385,315,630,2670,3335,280,350,275,10,15,3325,0,3260,75,0,495,255,650,935,33627,635,340,260,975,5,0,500,30,0,5,95,0,185,3045,45,462,97075,65,0,0,0,1615,125,55607070,958011595,12513510590,907595125,120140130160,100150120110,8010080110651155010530701530,495155100,1105385,5055,4040,400,000000,600600,5050,205
4620727.02,1.5623,4113,1677,1625,1925,2190,5,1230,485,360,495,3290,3820,310,190,295,10,80,3755,25,3695,135,15,565,310,960,665,40128,545,460,370,570,5,20,740,145,0,15,80,0,250,3475,60,518,109126,45,10,0,10,2075,130,10595150125,135125125105,15012590100,110125175170,170200155190,155165105130,858565105607540100308030100,360210125,1160385,4590,5085,6015,00150100,795665,3580,345
4620728.01,1.7496,6646,2432,2375,3235,3410,15.6,2125,550,155,1030,5535,6605,715,315,650,60,60,6585,45,6400,230,15,965,690,1735,640,60897,940,1010,570,550,0,265,1210,340,0,0,100,0,710,5660,185,631,105772,55,0,0,25,3670,210,290275355300,255270200205,175190225270,315335370445,350375225235,190180120125,605535553040303051505,465285245,1850425,265430,1045,2510,100100010,14451080,3595,725
4620728.02,1.9814,3924,1476,1425,1885,2040,7.9,1180,350,200,630,3185,3800,410,220,380,25,40,3810,55,3690,140,30,630,305,965,455,55103,565,465,260,380,0,55,935,20,0,0,95,0,850,2910,75,639,100645,10,10,0,0,1880,190,95105140170,165150175145,125125105110,125130155190,175205155155,150155105110,606060554555256525251535,510200160,905425,85170,2035,200,0000010,725570,5565,290
4620728.03,0.9237,2741,981,960,1320,1420,-0.6,740,215,145,265,2440,2670,185,80,175,10,85,2645,55,2560,170,0,515,155,845,110,53731,380,425,205,50,0,10,865,25,0,0,125,0,685,1865,85,515,87759,90,0,0,0,1285,95,6060115100,95140105100,80906055,7080105125,140145130125,1001058585,404035304050253515301025,29515585,520315,11585,2025,1010,000000,525335,3070,165
4620729.0,1.5032,3769,1633,1580,1800,1975,-1.1,1200,370,260,335,3395,3725,235,100,235,0,35,3730,40,3560,210,0,555,300,975,610,39059,510,355,405,395,65,15,965,45,0,10,210,0,1000,2565,125,566,98927,75,0,0,0,1765,140,95115135110,135135125120,13012510090,100130150160,165165150145,115135110115,758065755085459535751530,550155130,800580,145190,2510,150,002001020,690450,1580,305
4620730.01,6.3678,2750,930,900,1365,1390,16.5,870,210,90,320,2385,2735,205,115,205,0,10,2730,10,2720,25,0,405,320,780,120,55918,380,340,280,25,0,0,795,40,0,10,70,0,160,2545,0,700,91500,30,0,0,0,1415,105,105105145130,1201108585,65657590,130145130135,145135115100,90654070,5040203015251520515510,36511055,610220,3070,010,100,00200010,665435,2550,100
4620730.02,3.152,5992,2330,2230,3000,2990,1,1845,555,265,505,5435,5935,400,110,395,0,15,5955,30,5825,145,0,980,540,1965,260,44964,975,540,605,55,0,5,1885,30,230,5,255,0,295,5530,95,617,85675,40,0,0,0,2845,225,160150245240,250225190180,145145140145,190215300305,290275215215,235215155145,14015514514510511055602540530,800260135,1200775,50110,2045,2510,0010000,1305940,55120,285
4620731.0,4.8144,5604,2268,2085,2855,2750,3,1740,510,275,620,4925,5570,345,265,350,10,40,5555,25,5470,125,0,790,540,1640,445,39710,825,345,510,95,0,0,1920,20,0,5,235,0,225,5205,85,593,82666,55,0,30,0,2520,220,175185235230,270255190150,140125130145,215235295255,275260205195,200145135130,110110105115908550852540515,94522095,1265585,6090,3030,100,010100010,1240820,5580,105
4620732.01,41.6442,4882,1704,1660,2490,2390,-1,1490,370,130,440,4395,4860,345,95,335,10,20,4865,25,4755,120,0,830,475,1405,255,58059,800,530,435,85,0,10,1395,35,65,10,90,0,125,4690,35,500,112597,30,0,0,0,2585,110,170155220190,220200180165,130110120130,190190240270,295280215185,165175130115,8070556050502520102005,555160115,1170400,6040,4525,100,00150015,1185835,3540,330
4620732.02,69.4615,3194,1296,1220,1610,1580,6,1030,285,165,270,2845,3125,245,30,220,15,0,3135,25,3035,105,0,555,290,1015,210,51809,430,400,265,50,0,0,1135,10,0,5,60,0,95,2985,45,455,121591,20,0,0,0,1650,40,657095110,10510595100,85705555,75105125135,150170150140,145105130105,957590606070405035252535,250115135,775380,3515,6030,1520,0010000,720495,1040,410
4620733.0,274.4591,5601,2263,2060,2865,2735,2.6,1695,420,250,530,4925,5495,315,220,310,0,55,5465,20,5375,130,10,940,485,1650,405,40434,785,515,515,95,0,10,1840,40,0,15,265,0,75,5355,60,462,122815,25,0,0,0,2830,105,145175225210,230215175160,150120130145,190210270255,265250240190,215185195180,1251201009510580706025401550,740260140,1180615,050,4545,00,0010000,1090870,2040,315
4620734.01,131.2017,5242,1975,1890,2645,2600,33,1635,435,130,800,4335,5210,575,225,570,0,50,5175,15,5075,145,10,770,595,1465,425,42687,715,565,550,140,0,10,1600,35,0,10,110,0,110,4975,105,469,89248,30,0,0,0,2510,120,240225270275,190195145120,115140180210,260275255270,265200200170,15512590130,100856065705025301020510,710200105,1355420,1010,6055,100,000000,1205900,5050,165
4620734.02,61.3453,7495,2671,2590,3770,3725,32.9,2380,520,170,960,6410,7445,710,250,710,0,30,7455,45,7350,140,0,1185,820,2155,430,52758,880,835,960,140,0,10,2115,155,0,10,105,0,130,7175,90,540,114880,70,0,15,0,4045,160,325320365370,275285220195,190190235310,385420475445,370310260240,210185145140,95958075706535401020515,795330205,2025465,3580,7075,1010,0000010,18751405,85105,495
4620735.01,52.8326,4919,1859,1795,2415,2505,27.6,1620,370,230,580,4165,4815,350,225,355,0,35,4785,10,4715,105,0,675,545,1235,555,47901,700,570,565,375,0,0,1100,160,0,5,70,0,125,4600,70,523,123241,10,0,0,0,2535,130,205210230250,170165125120,115105175210,270245295275,215205145135,120140110110,707565705545356020301535,60513580,1345380,1530,6050,2510,0000010,1135910,5545,235
4620735.02,9.0566,5610,2086,2055,2775,2840,7.6,1805,450,115,720,4835,5545,525,200,495,30,95,5510,60,5445,155,10,855,540,1285,770,50518,740,670,500,550,10,10,1120,110,0,10,70,0,35,5415,90,530,107940,25,0,40,0,3055,190,215210280260,220240160175,165180170185,235285350310,255255205185,150155135135,901056060455030251520515,525295160,1485500,3555,2550,250,0001000,13951130,6565,390
4620740.0,189.1429,8780,4258,3390,4555,4220,31,2855,870,240,1015,7575,8700,830,180,830,0,30,8735,65,8570,190,0,1300,1105,3040,340,45121,1255,910,975,40,0,5,3290,40,5,5,355,0,600,7965,140,569,92741,45,0,10,0,4320,300,350320400370,355290225205,135145270305,410450535490,425385355310,285250255225,1901751801251109060452020515,1145445250,2135900,1030,1035,1510,000000,20951560,75140,565
4620750.01,15.4038,3997,1519,1450,2020,1975,8.9,1100,270,115,370,3515,3925,255,115,250,0,75,3905,55,3735,230,10,785,340,1330,115,72676,495,505,390,10,0,75,1325,5,20,0,105,0,685,3080,150,662,151989,35,20,0,0,2215,70,155165150160,145120130100,857090100,165185225210,195215185175,16513510095,75806555405030351015515,315195195,990350,2035,015,100,000000,1015895,2040,575
4620750.02,12.3418,4549,1564,1500,2290,2260,34.3,1175,290,100,405,4065,4470,285,115,270,15,105,4445,75,4165,375,10,880,355,1420,80,70239,460,735,520,15,0,10,1460,0,0,0,45,0,840,3300,290,763,133301,85,10,30,0,2560,120,215195235210,150155160165,10080110135,220245265285,265255180175,1501208585,5550353540352525510510,275305175,1165285,1060,1545,2010,10010000,1240895,3570,445
4620750.03,6.4845,11422,4792,4645,5550,5875,2.4,3615,1140,525,1845,9335,11170,1135,710,1110,25,290,11015,140,10610,675,25,1750,995,2990,1655,49055,1740,1470,950,1315,0,320,2245,405,0,15,360,0,1730,8955,465,533,104278,125,0,20,0,6185,340,375325425425,375390305325,360395355405,430445565590,555570455465,385395315300,2052351601701301508012545801580,1230640455,29651325,100120,100105,250,100150100,27802235,145255,810
4620751.01,3.1984,5330,1991,1960,2615,2715,-1.3,1320,435,270,490,4790,5235,320,165,320,0,95,5225,85,4905,415,0,1020,285,1600,365,54437,800,800,375,355,0,40,1415,130,0,0,135,0,2110,2900,225,497,100844,70,15,0,0,2630,155,115130230195,260210175195,150120120130,155175210260,235245245230,180175165160,11511510011565105559030351525,495390200,1245585,2065,2585,200,0015000,1125915,50130,365
4620751.02,4.3414,4777,1617,1580,2430,2345,3.3,1260,285,150,575,4150,4710,400,175,400,10,155,4595,40,4420,330,0,945,280,1500,75,66715,655,570,465,25,0,0,1450,70,20,5,120,0,1325,3145,200,647,112098,65,15,0,10,2605,85,135150220205,210185200170,14011595115,155145250250,235250230215,180165160110,70705560455530251525535,370330185,1040420,4065,020,200,0000015,1270955,5060,370
4620755.0,26.5167,8379,3676,3500,4095,4280,7.2,2725,825,420,1130,7160,8275,695,440,665,35,100,8265,85,8045,290,35,1360,685,2190,1305,48104,1330,955,905,985,5,50,2010,205,0,35,255,0,795,7395,115,542,123216,60,0,10,0,4285,250,235215280255,250255275235,265265270305,310270360380,400375325345,260305220280,20021017517510017010511545801540,960385345,2385860,70100,65105,3020,00150010,19501545,85140,605
4620756.02,10.7853,718,267,255,385,330,5.9,160,40,15,45,670,695,40,0,40,0,30,690,20,640,75,0,160,45,235,15,57294,40,80,30,0,0,0,250,0,0,0,20,0,345,335,40,743,138513,0,0,0,0,370,30,20253030,40254015,10101520,20253530,40353540,25252515,151015151010550505,905065,15085,00,100,00,000000,16095,2525,80
4620756.03,34.1423,4488,1628,1545,2245,2240,6.2,1120,335,105,405,4010,4395,300,105,290,10,120,4370,95,4065,400,25,885,360,1430,115,74547,425,650,350,5,0,5,1475,45,0,0,80,0,990,3130,325,926,156433,30,10,0,0,2495,130,145160220190,200175120140,11010085105,155180225245,225245200180,195195135130,8060604550402520101505,290285160,1025435,3550,1535,00,01000100,1055905,4050,830
4620756.04,2.8039,3800,1438,1380,1830,1970,14.9,1110,285,215,560,3095,3640,365,195,365,0,95,3580,35,3505,170,0,625,305,1035,340,59991,410,575,340,280,5,0,925,70,0,0,85,0,350,3175,85,502,115951,50,0,10,0,2045,45,130130145170,145135125105,105100115135,145155200200,180185150135,951059595,554540504565255020502060,290175105,985310,4020,2540,2515,000000,900735,3570,455
4620756.05,2.2691,4468,1849,1780,2110,2360,1.5,1495,470,195,760,3550,4285,495,260,500,0,50,4290,50,4215,130,0,645,390,1040,740,52079,640,590,360,760,0,130,835,40,0,5,60,0,310,3915,80,546,97826,35,0,0,0,2690,70,130110170145,145150150130,165180175180,150165170200,195215150225,155205125130,907550554565304015451045,450220170,1235480,1020,5590,3025,0100000,11801015,75120,465
4620757.0,21.9487,4796,2030,1960,2300,2490,0,915,340,330,425,4320,4585,340,85,295,45,155,4625,200,3880,870,35,1090,165,1640,320,58935,425,595,285,50,0,120,1745,25,0,10,170,0,3110,1175,380,715,224793,105,10,10,0,2210,135,120110160160,185180135140,100756560,95130145175,180195185235,225210180190,1151301151251151009013050803560,345230375,1180610,4520,3060,1015,000000,805605,5585,1170
4620758.01,39.4429,6468,2122,2080,3205,3260,34.6,1320,330,90,730,5660,6120,580,150,470,105,185,6285,340,5580,810,75,1440,345,1970,115,90865,555,1020,435,0,0,0,2075,5,0,0,55,0,3160,2565,610,1029,204371,115,15,0,0,3360,135,260240320335,270295245215,11511575115,185235335385,385410330325,265235180150,100705050504020351510510,275325450,1465565,3550,010,150,010101500,15951005,100105,1125
4620758.02,27.4955,6427,2239,2165,3200,3225,0.6,1505,395,140,995,5385,6255,775,215,730,45,95,6335,175,6025,360,45,1260,440,1925,240,65166,725,785,575,115,0,0,1970,15,30,15,135,0,1590,4485,180,587,144416,150,10,0,10,3325,170,260245340315,290315185180,120135140160,255295390410,355370275235,205170140120,9085707045503535520510,605275245,1500535,2020,1020,100,0020000,16051240,35110,715
4620760.0,80.0395,5128,1915,1840,2610,2520,10.5,1495,405,150,415,4635,5085,300,115,290,10,30,5075,30,4935,165,10,875,505,1570,270,58091,640,605,650,85,0,0,1610,15,60,40,160,0,275,4645,55,497,105899,120,0,15,0,2750,105,195195250210,190175150150,130120145150,220245325295,245255190160,170140135120,80907075656020301530525,58026090,1160525,1515,4520,100,000000,1375985,3560,355
4620775.0,10.5304,2378,977,915,1185,1195,-1.3,685,205,100,245,2110,2370,170,70,175,0,15,2365,10,2280,100,0,445,165,750,165,51051,385,240,250,10,0,20,840,20,0,0,100,0,370,1935,50,486,156423,10,0,0,0,1105,80,50607585,95758090,70704550,456512090,11011095110,1009510585,70756050354520251515510,2308595,600210,1020,100,100,000000,575345,1530,240
4620776.0,8.2411,2628,1112,1070,1305,1325,0.8,720,220,145,250,2340,2615,185,65,185,0,10,2610,0,2605,15,0,515,220,900,160,45538,510,320,250,70,0,0,945,25,0,5,95,0,140,2440,10,545,87505,25,0,10,0,1320,85,60559085,105857565,65606555,7085110100,11012595100,100125125100,85957575504020351525515,2659565,690285,1035,2040,00,100150010,600450,035,105
4620777.0,67.4901,8836,3888,3765,4260,4575,-1,2735,820,660,1110,7500,8655,570,535,565,10,80,8605,30,8570,115,0,1415,715,2290,1480,38699,1470,880,1010,805,0,20,2115,230,5,20,275,0,275,8280,40,448,86640,75,10,10,0,4070,195,190205300275,320280285265,255250190205,220260350410,445425355345,315290245285,210230205245175205120180501303595,970420160,2535950,1595,135160,3015,000000,19051285,75130,300
4620780.0,1.469,3649,1634,1570,1715,1935,1,1155,390,260,435,3120,3600,285,155,280,0,35,3565,10,3545,60,0,590,270,855,715,32042,515,315,275,380,100,35,645,15,0,10,145,0,55,3525,25,475,108899,0,0,0,0,1615,145,8060100115,115105125120,1151109085,75100125145,120150145150,135140115130,100125801009513055702565530,350195130,1015415,1010,5585,300,00100010,675525,5030,400
